sinco_code,title,slug,category,category_es,division_es,jobs,median_income_monthly,median_income_hourly,median_hours_weekly,education_mode,pct_professional,formality_rate,health_insurance_rate,health_protection_index
7312,Pintores y barnizadores de madera,sinco-7312,crafts-trades,Artesanos y oficios,Trabajadores artesanales,20559,11800,55.6,45.0,Secundaria,7.9,32.3,30.4,33.7
2815,Técnicos de prótesis médicas y dentales,sinco-2815,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,20216,12900,68.2,45.0,Normal/Técnica,19.9,53.3,19.8,21.2
9632,Lavadores de vehículos en vía pública,sinco-9632,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,20098,6450,56.2,35.0,Secundaria,0.5,2.5,2.5,2.5
8141,Operadores de máquinas para el tratamiento de la madera y elaboración de aglomerados y triplay,sinco-8141,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",19955,10750,53.3,48.0,Secundaria,4.8,74.0,73.2,73.9
7223,"Joyeros, orfebres, plateros y pulidores de metales preciosos",sinco-7223,crafts-trades,Artesanos y oficios,Trabajadores artesanales,19831,6450,50.0,41.0,Preparatoria,8.3,16.8,4.0,7.4
8113,"Operadores de máquinas y equipos para la captación, bombeo y distribución de agua",sinco-8113,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",19778,9500,55.2,48.0,Secundaria,13.3,56.8,53.0,55.3
1421,"Directores y productores artísticos de cine, teatro y afines",sinco-1421,management,Funcionarios y directivos,"Funcionarios, directores y jefes",19509,25000,186.0,40.0,Profesional (licenciatura),79.5,78.4,29.3,30.8
7501,"Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco",sinco-7501,crafts-trades,Artesanos y oficios,Trabajadores artesanales,19422,13760,79.2,48.0,Preparatoria,33.2,77.0,68.0,70.9
4232,Edecanes,sinco-4232,sales,Comerciantes y ventas,"Comerciantes, empleados en ventas y agentes de ventas",19275,10000,51.7,48.0,Preparatoria,42.8,68.3,69.6,71.2
2636,Mecánicos en mantenimiento y reparación de instrumentos de precisión y musicales,sinco-2636,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,18916,9030,52.5,40.0,Profesional (licenciatura),49.0,63.0,60.9,61.1
2541,Diseñadores de moda y vestuario,sinco-2541,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,18655,6000,55.8,46.0,Profesional (licenciatura),43.9,59.2,51.5,52.0
8142,"Operadores de máquinas para la elaboración de productos de madera, bejuco, mimbre y similares",sinco-8142,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",18534,9460,50.0,48.0,Secundaria,3.8,96.8,96.8,96.9
1621,Coordinadores y jefes de área en informática,sinco-1621,management,Funcionarios y directivos,"Funcionarios, directores y jefes",18515,22000,116.3,40.0,Profesional (licenciatura),99.4,99.4,99.4,100.0
8111,Operadores de máquinas y equipos para la extracción y beneficio en minas y canteras,sinco-8111,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",18313,11610,56.2,48.0,Secundaria,6.7,76.7,76.7,77.8
3141,Despachadores de transporte,sinco-3141,administrative-support,Auxiliares administrativos,Trabajadores auxiliares en actividades administrativas,17904,12000,58.1,48.0,Profesional (licenciatura),47.5,94.1,94.1,94.1
2625,Dibujantes técnicos,sinco-2625,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,17844,8600,50.0,40.0,Preparatoria,25.8,44.0,33.2,35.7
6227,Productores de carbón vegetal,sinco-6227,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",17830,8600,41.7,45.0,Primaria,6.3,72.3,1.4,2.4
1522,Coordinadores y jefes de área en desarrollo social y económico,sinco-1522,management,Funcionarios y directivos,"Funcionarios, directores y jefes",17693,16000,93.0,40.0,Profesional (licenciatura),79.1,59.4,59.7,66.4
2422,Cirujanos,sinco-2422,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,17369,45000,299.0,36.0,Profesional (licenciatura),100.0,78.9,61.3,61.5
8173,Operadores de máquinas en la elaboración de vidrio y productos de vidrio y similares,sinco-8173,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",17283,9890,48.0,48.0,Secundaria,10.5,100.0,100.0,100.0
2631,Técnicos en mantenimiento y reparación de vehículos de motor,sinco-2631,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,16975,17000,85.9,45.0,Preparatoria,30.4,80.0,66.4,66.6
9731,Lecturistas de medidores,sinco-9731,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,16832,11120,72.7,40.0,Preparatoria,16.6,72.7,75.8,92.0
8301,Supervisores de conductores de transporte y de maquinaria móvil,sinco-8301,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",16678,15050,69.8,48.0,Profesional (licenciatura),52.3,79.2,78.1,79.2
7214,Montadores de estructuras metálicas,sinco-7214,crafts-trades,Artesanos y oficios,Trabajadores artesanales,16505,10750,51.0,48.0,Preparatoria,12.3,47.7,47.1,47.1
1712,Coordinadores y jefes de área de restaurantes y hoteles,sinco-1712,management,Funcionarios y directivos,"Funcionarios, directores y jefes",16201,12900,62.5,48.0,Preparatoria,30.0,84.7,77.6,79.3
8171,"Operadores de máquinas en la elaboración de cemento, cal, yeso y productos de cemento",sinco-8171,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",15959,12900,58.1,48.0,Preparatoria,0.5,64.0,64.5,72.7
1321,Directores y gerentes en informática,sinco-1321,management,Funcionarios y directivos,"Funcionarios, directores y jefes",15897,30000,174.4,40.0,Profesional (licenciatura),96.7,97.1,94.7,95.3
2421,Anestesiólogos,sinco-2421,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,15764,30000,116.3,40.0,Profesional (licenciatura),100.0,99.1,84.5,82.5
2542,Diseñadores industriales,sinco-2542,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,15595,19350,102.9,40.0,Profesional (licenciatura),69.1,70.6,47.1,48.0
2153,Traductores e intérpretes,sinco-2153,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,15391,20000,127.9,40.0,Profesional (licenciatura),80.6,77.7,76.8,76.9
1723,Coordinadores y jefes de área en servicios funerarios y otros servicios,sinco-1723,management,Funcionarios y directivos,"Funcionarios, directores y jefes",15186,17200,93.8,44.0,Profesional (licenciatura),46.7,69.6,44.3,48.4
8151,Operadores de máquinas y equipos de hilar y bobinar fibras textiles naturales y sintéticas,sinco-8151,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",15059,10535,52.1,48.0,Preparatoria,4.3,92.5,92.5,93.1
2438,Farmacólogos,sinco-2438,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,15028,14000,72.4,40.0,Profesional (licenciatura),100.0,95.7,93.6,92.6
2428,Radiólogos,sinco-2428,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,14891,14000,93.0,40.0,Profesional (licenciatura),99.5,82.7,75.7,77.0
9624,Limpiadores de calzado,sinco-9624,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,14830,9030,37.5,56.0,Secundaria,0.8,2.0,1.3,1.7
7122,"Techadores (colocadores de palapas, etcétera)",sinco-7122,crafts-trades,Artesanos y oficios,Trabajadores artesanales,14775,10000,50.0,30.0,Secundaria,1.0,30.3,26.1,29.1
1423,Directores y gerentes en servicios funerarios y otros servicios,sinco-1423,management,Funcionarios y directivos,"Funcionarios, directores y jefes",14702,14000,60.6,48.0,Preparatoria,26.9,83.9,23.7,24.2
2212,"Investigadores y profesionistas en matemáticas, estadística y actuaría",sinco-2212,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,14681,20000,104.7,45.0,Profesional (licenciatura),100.0,94.8,94.8,94.9
4311,Trabajadores en servicios de alquiler inmobiliario,sinco-4311,sales,Comerciantes y ventas,"Comerciantes, empleados en ventas y agentes de ventas",14647,12900,155.0,27.0,Preparatoria,38.7,58.2,4.4,5.4
8134,Operadores de máquinas para el tratamiento de agua,sinco-8134,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",14635,8400,46.5,48.0,Secundaria,21.5,69.7,70.6,74.5
7112,"Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava",sinco-7112,crafts-trades,Artesanos y oficios,Trabajadores artesanales,14450,7310,47.6,48.0,Primaria,2.4,11.4,9.3,14.9
2241,Ingenieros eléctricos,sinco-2241,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,14382,20000,101.1,46.0,Profesional (licenciatura),100.0,83.0,77.7,76.0
6225,Cortadores de leña,sinco-6225,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",14351,4300,41.7,30.0,Primaria,0.0,3.8,0.0,0.0
1422,"Directores y gerentes de museos, cines y otros establecimientos deportivos y culturales",sinco-1422,management,Funcionarios y directivos,"Funcionarios, directores y jefes",14139,12000,69.8,45.0,Profesional (licenciatura),55.3,67.4,30.2,30.9
2272,Administradores de bases de datos y redes de computadora,sinco-2272,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,14007,18000,87.2,40.0,Profesional (licenciatura),100.0,93.0,96.9,96.1
8199,"Otros operadores de instalaciones y maquinaria fija industrial, no clasificados anteriormente",sinco-8199,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",13850,11610,55.6,48.0,Preparatoria,9.2,96.2,98.3,97.2
1113,Presidentes y autoridades municipales,sinco-1113,management,Funcionarios y directivos,"Funcionarios, directores y jefes",13789,14000,69.8,40.0,Profesional (licenciatura),50.0,22.3,22.3,36.0
2281,Ingenieros en comunicaciones y telecomunicaciones,sinco-2281,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,13777,16000,106.3,36.0,Profesional (licenciatura),100.0,91.4,62.4,62.4
8155,"Operadores de máquinas de lavado, blanqueo, teñido, estampado, afelpado, planchado y acabado de productos textiles",sinco-8155,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",13525,10320,55.6,48.0,Secundaria,2.4,50.2,50.8,56.4
6221,"Taladores, trocadores, cortadores de árboles y similares",sinco-6221,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",13512,8600,51.7,45.0,Secundaria,0.0,25.7,21.5,21.7
9651,Ayudantes de jardineros,sinco-9651,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,13481,6880,44.4,40.0,Secundaria,12.5,19.9,20.2,20.6
2262,"Ingenieros en topografía, hidrología, geología y geodesia",sinco-2262,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,13081,30000,142.9,40.0,Profesional (licenciatura),100.0,62.9,39.4,43.5
2223,Ecólogos y profesionistas en ciencias atmosféricas,sinco-2223,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,12654,12000,81.4,40.0,Profesional (licenciatura),100.0,79.8,77.7,73.3
5311,Bomberos,sinco-5311,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,12540,10000,48.4,48.0,Preparatoria,27.4,82.0,87.1,83.5
2434,Profesionistas en seguridad e higiene y salud pública,sinco-2434,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,12481,36000,209.3,40.0,Doctorado,100.0,77.2,77.2,76.4
2161,Pintores,sinco-2161,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,12365,6450,46.5,27.0,Profesional (licenciatura),59.0,10.4,0.5,3.4
6201,"Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares",sinco-6201,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",12330,8600,64.6,45.0,Profesional (licenciatura),44.1,82.2,42.1,43.6
9124,Recolectores de leña y acarreadores de agua,sinco-9124,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,12012,5160,50.0,18.0,Primaria,1.1,1.1,0.0,0.6
7301,"Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel",sinco-7301,crafts-trades,Artesanos y oficios,Trabajadores artesanales,11812,10000,44.6,48.0,Preparatoria,13.4,44.9,38.5,45.0
1622,Coordinadores y jefes de área en comunicación y telecomunicaciones,sinco-1622,management,Funcionarios y directivos,"Funcionarios, directores y jefes",11750,15000,87.2,40.0,Profesional (licenciatura),80.3,91.5,87.5,89.0
2333,Alfabetizadores,sinco-2333,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,11742,5000,38.8,30.0,Profesional (licenciatura),55.6,25.9,25.9,28.1
9122,Trabajadores de apoyo en actividades de acuicultura y pesca,sinco-9122,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,11594,3870,37.5,27.0,Secundaria,5.7,8.9,3.7,3.4
2662,"Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo)",sinco-2662,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,11556,14000,67.8,48.0,Preparatoria,42.0,88.7,88.7,89.3
9642,Planchadores y tintoreros en establecimientos,sinco-9642,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,11545,7460,41.7,48.0,Secundaria,2.7,38.5,38.2,43.3
6125,Trabajadores en la cría de equinos,sinco-6125,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",11538,8000,46.5,48.0,Secundaria,6.3,38.7,23.2,25.0
8999,"Otros operadores de maquinaria industrial, ensambladores y conductores de transporte, no clasificados anteriormente",sinco-8999,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",11182,10750,60.4,47.0,Secundaria,12.9,100.0,100.0,100.0
6222,"Caucheros, chicleros, resineros y similares",sinco-6222,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",11053,4300,41.5,25.0,Primaria,0.0,4.7,0.0,0.0
1222,Directores y gerentes en desarrollo social y económico,sinco-1222,management,Funcionarios y directivos,"Funcionarios, directores y jefes",10955,40000,146.5,45.0,Profesional (licenciatura),76.3,80.2,61.8,63.8
2221,Biólogos y profesionistas en ciencias del mar y oceanógrafos,sinco-2221,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,10904,20000,116.3,45.0,Profesional (licenciatura),100.0,72.1,62.2,60.4
5412,Trabajadores de la Armada,sinco-5412,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,10634,18000,69.8,72.0,Preparatoria,24.9,99.5,100.0,99.6
1226,Directores en servicios de vigilancia y seguridad,sinco-1226,management,Funcionarios y directivos,"Funcionarios, directores y jefes",10493,20000,83.3,42.0,Profesional (licenciatura),71.7,94.6,85.6,83.0
7111,Mineros y trabajadores en la extracción en minas de minerales metálicos,sinco-7111,crafts-trades,Artesanos y oficios,Trabajadores artesanales,10398,14000,58.1,48.0,Secundaria,4.1,63.2,63.8,61.4
1322,Directores y gerentes en comunicación y telecomunicaciones,sinco-1322,management,Funcionarios y directivos,"Funcionarios, directores y jefes",10246,10000,58.1,40.0,Profesional (licenciatura),86.8,91.6,71.9,72.4
2533,Monjas y predicadores,sinco-2533,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,10104,7600,39.3,45.0,Primaria,19.8,30.5,30.5,27.8
7123,Carpinteros de obra negra,sinco-7123,crafts-trades,Artesanos y oficios,Trabajadores artesanales,9998,17000,75.0,45.0,Primaria,0.0,36.6,38.0,36.8
5231,Azafatas y sobrecargos,sinco-5231,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,9797,37000,102.4,72.0,Profesional (licenciatura),43.9,100.0,100.0,100.0
8112,Operadores de máquinas y equipos para la extracción en pozos petroleros,sinco-8112,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",9772,16000,77.5,48.0,Preparatoria,28.3,99.7,99.7,98.5
1721,"Coordinadores y jefes de área en actividades artísticas, de cine, teatro y afines",sinco-1721,management,Funcionarios y directivos,"Funcionarios, directores y jefes",9768,20000,116.3,36.0,Profesional (licenciatura),76.6,64.9,51.2,52.3
1121,Presidentes y directores generales en instituciones públicas,sinco-1121,management,Funcionarios y directivos,"Funcionarios, directores y jefes",9709,18000,81.4,40.0,Profesional (licenciatura),86.7,78.1,81.0,80.2
2133,Investigadores y profesionistas en ciencias políticas y administración pública,sinco-2133,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,9690,35000,180.9,42.0,Profesional (licenciatura),100.0,75.7,59.4,62.2
2424,Médicos internos,sinco-2424,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,9631,15000,72.7,32.0,Maestría,100.0,86.1,78.5,78.5
2713,Instructores en estudios y capacitación comercial y administrativa,sinco-2713,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,9497,16000,93.0,30.0,Profesional (licenciatura),87.0,43.2,43.5,43.2
3114,Operadores de máquinas de oficina,sinco-3114,administrative-support,Auxiliares administrativos,Trabajadores auxiliares en actividades administrativas,9389,6020,33.3,40.0,Preparatoria,26.5,59.9,47.7,49.4
1132,Directores de organizaciones sindicales,sinco-1132,management,Funcionarios y directivos,"Funcionarios, directores y jefes",9333,34400,160.0,40.0,Profesional (licenciatura),44.8,98.9,98.9,98.7
8331,"Conductores de transporte en vías férreas (tren, metro y tren ligero)",sinco-8331,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",9222,17000,54.3,58.0,Preparatoria,18.0,99.2,100.0,99.0
1311,"Directores y gerentes en producción agropecuaria, silvícola y pesquera",sinco-1311,management,Funcionarios y directivos,"Funcionarios, directores y jefes",9058,16000,93.0,48.0,Profesional (licenciatura),76.0,90.4,62.3,63.2
9211,Trabajadores de apoyo en la minería,sinco-9211,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,9043,12900,53.3,48.0,Primaria,9.9,61.6,63.6,66.4
9321,Conductores de vehículos de transporte en bicicleta,sinco-9321,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,8969,7525,25.0,70.0,Secundaria,0.0,0.0,0.0,0.0
2563,Árbitros y jueces deportivos,sinco-2563,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,8954,8600,144.0,12.0,Preparatoria,33.1,5.3,5.5,6.0
9239,"Trabajadores de apoyo en la industria, no clasificados anteriormente",sinco-9239,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,8917,10750,56.2,45.0,Preparatoria,29.2,86.1,86.1,83.6
6126,Trabajadores en la apicultura,sinco-6126,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",8708,4166,31.2,40.0,Secundaria,5.1,27.6,2.4,3.7
5201,Supervisores y encargados de trabajadores en cuidados personales y del hogar,sinco-5201,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,8621,9460,52.1,42.0,Secundaria,26.5,54.7,39.0,44.9
5253,Trabajadores en servicios funerarios,sinco-5253,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,8583,8000,37.5,48.0,Secundaria,2.8,47.6,47.6,63.0
2523,Agentes de recaudación tributaria y de expedición de licencias,sinco-2523,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,8543,14000,45.2,48.0,Profesional (licenciatura),67.4,93.6,93.6,94.9
8144,Operadores de máquinas para la impresión y encuadernación,sinco-8144,operators-drivers,Operadores y conductores,"Operadores de maquinaria industrial, ensambladores, choferes y conductores de transporte",8446,9890,57.5,45.0,Preparatoria,0.7,94.2,94.2,95.3
2426,Pediatras,sinco-2426,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,8168,30000,250.0,40.0,Maestría,100.0,94.6,72.9,73.9
6129,"Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente",sinco-6129,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",8067,9000,38.8,52.0,Secundaria,12.3,41.9,0.0,0.9
6128,Trabajadores en actividades de beneficio de productos pecuarios,sinco-6128,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",7990,8600,45.8,48.0,Secundaria,4.8,80.5,80.5,80.5
9721,Carteros (a pie o en bicicleta),sinco-9721,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,7958,10000,58.1,42.0,Secundaria,0.0,88.2,88.2,88.4
2561,Deportistas,sinco-2561,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,7907,5160,166.7,10.0,Secundaria,34.0,6.3,6.5,8.4
6226,"Trabajadores en actividades de recolección de plantas, hierbas y raíces no cultivadas",sinco-6226,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",7839,4300,41.7,24.0,Primaria,0.0,2.5,0.9,1.8
2991,Otros profesionistas no clasificados anteriormente,sinco-2991,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,7712,10750,100.0,40.0,Profesional (licenciatura),61.2,80.7,42.1,41.8
1324,Directores y gerentes en centros de investigación y desarrollo tecnológico,sinco-1324,management,Funcionarios y directivos,"Funcionarios, directores y jefes",7563,50000,312.5,45.0,Profesional (licenciatura),100.0,96.7,81.1,81.1
1224,"Jueces de juzgado, directores y gerentes en servicios legales y procuración de justicia",sinco-1224,management,Funcionarios y directivos,"Funcionarios, directores y jefes",7205,30000,155.0,40.0,Profesional (licenciatura),96.8,88.8,70.7,68.9
7614,"Trabajadores en la elaboración de productos de hueso, concha, coral y similares",sinco-7614,crafts-trades,Artesanos y oficios,Trabajadores artesanales,7184,5160,20.0,50.0,Preparatoria,21.9,1.5,0.0,0.0
5299,Otros trabajadores en servicios personales no clasificados anteriormente,sinco-5299,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,7081,4300,75.0,12.0,Secundaria,7.3,4.9,5.5,5.5
2522,Agentes aduanales y fronterizos,sinco-2522,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,7059,19600,101.3,48.0,Profesional (licenciatura),81.0,98.3,92.0,90.5
2423,Ginecólogos y obstetras,sinco-2423,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6905,30000,174.4,36.0,Maestría,100.0,89.9,47.2,47.2
6224,"Trabajadores en actividades de plantación, reforestación y conservación de bosques",sinco-6224,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",6847,6400,50.0,30.0,Secundaria,2.9,11.7,8.9,8.9
7201,Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal,sinco-7201,crafts-trades,Artesanos y oficios,Trabajadores artesanales,6706,22000,111.1,48.0,Profesional (licenciatura),42.1,55.0,50.2,53.2
5401,"Supervisores de la Armada, Ejército y Fuerza Aérea",sinco-5401,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,6543,24000,111.6,70.0,Preparatoria,19.7,100.0,100.0,100.0
2435,Profesionistas en medicina tradicional y alternativa,sinco-2435,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6480,12000,83.3,48.0,Profesional (licenciatura),100.0,61.6,46.8,46.9
2816,Técnicos dietistas y nutriólogos,sinco-2816,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6409,51600,250.0,30.0,Profesional (licenciatura),35.8,16.2,12.8,13.7
2639,"Otras ocupaciones de mecánicos y técnicos en el mantenimiento y reparación de equipos mecánicos, vehículos de motor e instrumentos industriales, no clasificados anteriormente",sinco-2639,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6328,9000,43.6,49.0,Secundaria,22.0,46.8,54.5,58.2
7999,Otros trabajadores artesanales no clasificados anteriormente,sinco-7999,crafts-trades,Artesanos y oficios,Trabajadores artesanales,6294,4300,65.1,15.0,Preparatoria,31.8,17.6,12.5,11.0
2144,"Profesionistas en archivonomía, biblioteconomía y museografía",sinco-2144,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6285,8000,93.0,30.0,Profesional (licenciatura),100.0,98.2,98.2,98.6
6213,Trabajadores en actividades de beneficio de productos pesqueros o acuícolas,sinco-6213,agriculture,Agropecuario y pesca,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca",6249,7224,50.0,24.0,Primaria,3.9,18.2,15.8,18.9
2524,"Inspectores en seguridad social, de precios y otros inspectores públicos",sinco-2524,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6210,13000,69.8,40.0,Profesional (licenciatura),58.8,83.8,83.8,86.3
1613,Coordinadores y jefes de área en generación y provisión de energía eléctrica y agua,sinco-1613,management,Funcionarios y directivos,"Funcionarios, directores y jefes",6175,12000,58.1,40.0,Profesional (licenciatura),68.2,77.0,77.0,81.6
2132,Investigadores y profesionistas en sociología y desarrollo social,sinco-2132,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6144,44000,255.8,40.0,Doctorado,100.0,95.9,93.5,80.2
3232,Codificadores de información,sinco-3232,administrative-support,Auxiliares administrativos,Trabajadores auxiliares en actividades administrativas,6133,18200,103.2,40.0,Profesional (licenciatura),91.4,90.8,90.8,90.8
2136,"Economistas, consultores e investigadores en política económica",sinco-2136,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6111,11000,35.5,40.0,Profesional (licenciatura),100.0,95.0,95.0,95.3
9899,"Otros trabajadores en actividades elementales y de apoyo, no clasificados anteriormente",sinco-9899,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,6093,8600,80.0,24.0,Preparatoria,10.1,23.8,24.4,28.8
2551,"Locutores de radio, televisión y otros medios de comunicación",sinco-2551,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6041,15000,82.4,30.0,Profesional (licenciatura),68.2,61.9,60.8,63.1
2432,Optometristas,sinco-2432,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6031,10750,49.0,48.0,Profesional (licenciatura),100.0,77.1,55.9,68.0
2826,"Curanderos, hierberos y hueseros",sinco-2826,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,6018,3225,100.0,10.0,Profesional (licenciatura),34.4,0.0,0.0,0.0
2211,Investigadores y profesionistas en física y astronomía,sinco-2211,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5955,22000,146.2,40.0,Doctorado,100.0,97.0,94.3,93.2
2175,Actores,sinco-2175,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5859,30100,388.9,21.0,Profesional (licenciatura),74.2,7.9,3.5,6.0
7352,"Peleteros, cortadores, curtidores y teñidores de cuero, piel y similares",sinco-7352,crafts-trades,Artesanos y oficios,Trabajadores artesanales,5783,7310,37.8,45.0,Secundaria,0.0,23.0,23.0,27.0
5251,"Astrólogos, adivinadores y afines",sinco-5251,personal-services,Servicios personales y vigilancia,Trabajadores en servicios personales y vigilancia,5721,7740,250.0,9.0,Secundaria,0.0,1.8,0.0,0.0
2635,Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales,sinco-2635,professional-technical,Profesionistas y técnicos,Profesionistas y técnicos,5683,10000,77.5,45.0,Secundaria,27.4,80.5,76.0,75.8
9312,Ayudantes de conductores de transporte en vías férreas,sinco-9312,elementary-support,Actividades elementales,Trabajadores en actividades elementales y de apoyo,5681,24000,132.9,48.0,Preparatoria,27.2,95.5,95.5,95.5
